Name,Year,Genre,Publisher,North America,Europe,Japan,Other,Global
Cold Fear,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,2006,Misc,Daito,0,0,0.11,0,0.11
Metal Slug 4 & 5,2005,Shooter,SNK Playmore,0.05,0.04,0,0.01,0.11
J-League Winning Eleven 9: Asia Championship,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
WWE All Stars,2011,Fighting,THQ,0.05,0.04,0,0.01,0.11
MLB Power Pros,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
AirForce Delta Strike,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11
Army Men: RTS,2002,Strategy,3DO,0.05,0.04,0,0.01,0.11
Monster Lab,2008,Role-Playing,Eidos Interactive,0.05,0.04,0,0.01,0.11
Worms Forts: Under Siege,2004,Strategy,Acclaim Entertainment,0.05,0.04,0,0.01,0.11
Astro Boy: The Video Game,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11
Mobile Light Force 2,2002,Shooter,Taito,0.05,0.04,0,0.01,0.11
Naval Ops: Warship Gunner,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11
The King of Fighters 2000/2001,2003,Fighting,Ignition Entertainment,0.05,0.04,0,0.01,0.11
Ninja Assault,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11
GunGriffon Blaze,2000,Simulation,Swing! Entertainment,0.05,0.04,0,0.01,0.11
Higurashi no Naku Koro ni Matsuri,2007,Adventure,Alchemist,0,0,0.11,0,0.11
Top Angler: Real Bass Fishing,2002,Sports,Xicat Interactive,0.05,0.04,0,0.01,0.11
Alias,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11
Constantine,2005,Action,SCi,0.05,0.04,0,0.01,0.11
Dynasty Tactics 2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11
Real World Golf,2005,Sports,Valcon Games,0.05,0.04,0,0.01,0.11
Rock Band: Metal Track Pack,2009,Misc,MTV Games,0.05,0.04,0,0.01,0.11
Robotech: Invasion,2004,Shooter,Global Star,0.05,0.04,0,0.01,0.11
Hitman Trilogy,2007,Action,Eidos Interactive,0.05,0.04,0,0.01,0.11
Aqua Aqua,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11
Utawarerumono: Chiriyukusha e no Komoriuta,2006,Adventure,Aqua Plus,0,0,0.11,0,0.11
Jampack Volume 14 (RP-T),2006,Misc,Sony Computer Entertainment,0.05,0.04,0,0.01,0.11
Final Fantasy XII International Zodiac Job System,2007,Role-Playing,Square Enix,0,0,0.11,0,0.11
Kamen Rider: Climax Heroes,2009,Fighting,Namco Bandai Games,0,0,0.11,0,0.11
Total Immersion Racing,2002,Racing,Empire Interactive,0.05,0.04,0,0.01,0.11
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Gravity Games Bike: Street Vert Dirt,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1
Pro Yaky? Spirits 2010,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1
Top Spin,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1
F1 Career Challenge,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1
Motocross Mania 3,2004,Racing,Take-Two Interactive,0.05,0.04,0,0.01,0.1
Gallop Racer 2006,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1
Frogger: Ancient Shadow,2005,Platform,Konami Digital Entertainment,0.05,0.04,0,0.01,0.1
Despicable Me: The Game,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1
Escape From Monkey Island,2001,Adventure,LucasArts,0.05,0.04,0,0.01,0.1
Dropship: United Peace Force,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
G1 Jockey 3,2002,Sports,THQ,0.02,0.01,0.07,0,0.1
Bujingai: The Forsaken City,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1
Death By Degrees,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
Freaky Flyers,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1
E·O·E: Eve of Extinction,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1
RLH: Run Like Hell,2002,Shooter,Virgin Interactive,0.05,0.04,0,0.01,0.1
The Ant Bully,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1
Monster Rancher EVO,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1
Guitar Hero: Van Halen,2009,Misc,Activision,0.05,0.04,0,0.01,0.1
Jade Cocoon 2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1
Bee Movie Game,2007,Action,Activision,0.05,0.04,0,0.01,0.1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1
Alien Hominid,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1
King's Field: The Ancient City,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01,0.1
Lucky * Star: Ryouou Gakuen Outousai,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1
Piglet's Big Game,2003,Platform,Gotham Games,0.05,0.04,0,0.01,0.1
Project FIFA World Cup,2002,Sports,Electronic Arts,0,0,0.1,0,0.1
Star Trek: Shattered Universe,2004,Simulation,Global Star,0.05,0.04,0,0.01,0.1
EyeToy: Operation Spy,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
MotoGP 07,2007,Racing,Capcom,0.05,0.04,0,0.01,0.1
Shining Force EXA,2007,Role-Playing,Sega,0,0,0.1,0,0.1
Guilty Gear Isuka,2004,Fighting,505 Games,0.05,0.04,0,0.01,0.1
Global Touring Challenge: Africa,2001,Racing,Rage Software,0.05,0.04,0,0.01,0.1
Ar tonelico: Melody of Elemia,2006,Role-Playing,505 Games,0,0,0.1,0,0.1
Shox,2002,Racing,Electronic Arts,0.05,0.04,0,0.01,0.09
Winning Post 6,2003,Sports,Tecmo Koei,0,0,0.09,0,0.09
Barnyard,2006,Action,THQ,0.05,0.04,0,0.01,0.09
Speed Kings,2003,Racing,Acclaim Entertainment,0.05,0.04,0,0.01,0.09
Forever Kingdom,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09
Shining Tears,2004,Role-Playing,Sega,0.05,0.04,0,0.01,0.09
Scaler,2004,Platform,Take-Two Interactive,0.05,0.04,0,0.01,0.09
Gradius V,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
Psychonauts,2005,Platform,Majesco Entertainment,0.05,0.04,0,0.01,0.09
ESPN NBA 2Night,2000,Sports,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
Digimon Rumble Arena 2,2004,Fighting,Atari,0.05,0.04,0,0.01,0.09
Dora the Explorer: Dora Saves the Crystal Kingdom,2009,Misc,Take-Two Interactive,0.05,0.04,0,0.01,0.09
Ribbit King,2003,Sports,Atari,0.05,0.04,0,0.01,0.09
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),2007,Strategy,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
Bloody Roar 4,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09
Let's Ride! Silver Buckle Stables,2006,Sports,THQ,0.05,0.04,0,0.01,0.09
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
Wild ARMs: Alter Code F,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
Total Overdose: A Gunslinger's Tale in Mexico,2005,Shooter,Eidos Interactive,0.04,0.04,0,0.01,0.09
Island Xtreme Stunts,2002,Action,Electronic Arts,0.04,0.03,0,0.01,0.09
Agassi Tennis Generation,2003,Sports,DreamCatcher Interactive,0.04,0.03,0,0.01,0.09
Romance of the Three Kingdoms X,2005,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.09
FIFA 2001: Major League Soccer,2000,Sports,Electronic Arts,0,0,0.09,0,0.09
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,2007,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
Demon Chaos,N/A,Action,Konami Digital Entertainment,0,0,0.09,0,0.09
Road Trip,2002,Racing,Play It,0.04,0.03,0,0.01,0.09
Lilie no Atelier: Salburg no Renkinjutsushi 3,2001,Role-Playing,Gust,0,0,0.09,0,0.09
Project Eden,2001,Action,Eidos Interactive,0.04,0.03,0,0.01,0.09
Ghosthunter,2003,Action,Sony Computer Entertainment,0.04,0.03,0,0.01,0.09
Seven: Molmorth no Kiheitai,2000,Action,Namco Bandai Games,0,0,0.09,0,0.09
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,2002,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
Rugby 2005,2005,Sports,Electronic Arts,0.04,0.03,0,0.01,0.09
Mugen Keitai Disgaea,2007,Role-Playing,Tecmo Koei,0,0,0.09,0,0.09
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,2007,Misc,Hackberry,0,0,0.09,0,0.09
Blood: The Last Vampire (Joukan),2000,Adventure,Sony Computer Entertainment,0,0,0.09,0,0.09
Freestyle Metal X,2003,Racing,Midway Games,0.04,0.03,0,0.01,0.09
Sidewinder Max,2000,Simulation,Asmik Ace Entertainment,0,0,0.09,0,0.09
Kenka Banchou 2: Full Throttle,2007,Action,Spike,0,0,0.09,0,0.09
Dark Angel: Vampire Apocalypse,2001,Role-Playing,Metro 3D,0.04,0.03,0,0.01,0.09
Nobunaga's Ambition: Iron Triangle,2006,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.09
Fire Pro Wrestling Returns,2005,Sports,505 Games,0.04,0.03,0,0.01,0.09
Samurai Warriors 2: Xtreme Legends,2007,Action,Tecmo Koei,0.04,0.03,0,0.01,0.09
Wizardry: Tale of the Forsaken Land,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.09
FIFA 12,2011,Sports,Electronic Arts,0,0.02,0,0.06,0.09
Savage Skies,2002,Shooter,Big Ben Interactive,0.04,0.03,0,0.01,0.09
Killer7,2005,Action,Capcom,0.04,0.03,0,0.01,0.09
Million God,2002,Misc,Nippon Amuse,0,0,0.09,0,0.09
Astro Boy,2004,Action,Sega,0.04,0.03,0,0.01,0.09
MetropolisMania,2001,Strategy,Natsume,0.04,0.03,0,0.01,0.09
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,2006,Role-Playing,Tecmo Koei,0,0,0.09,0,0.09
Ephemeral Fantasia,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08
Winter Sports 2: The Next Challenge,2008,Sports,Conspiracy Entertainment,0.04,0.03,0,0.01,0.08
IHRA Drag Racing: Sportsman Edition,2006,Racing,Bethesda Softworks,0.04,0.03,0,0.01,0.08
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,2007,Misc,Hackberry,0,0,0.08,0,0.08
ESPN NFL Primetime 2002,2001,Sports,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08
TOCA Race Driver 3,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08
Pac-Man Power Pack,2008,Misc,Namco Bandai Games,0.04,0.03,0,0.01,0.08
Disney's Donald Duck: Goin' Quackers,2000,Platform,Ubisoft,0.04,0.03,0,0.01,0.08
RTX Red Rock,2003,Shooter,LucasArts,0.04,0.03,0,0.01,0.08
Tokimeki Memorial: Girl's Side,2002,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08
Orega Kantoku Da! Gekitou Pennant Race,2000,Sports,Enix Corporation,0,0,0.08,0,0.08
Mortal Kombat Kollection,2008,Fighting,Midway Games,0.04,0.03,0,0.01,0.08
LEGO Soccer Mania,2002,Sports,Electronic Arts,0.04,0.03,0,0.01,0.08
Forbidden Siren 2,2006,Action,Sony Computer Entertainment,0,0,0.08,0,0.08
Shin Megami Tensei: Digital Devil Saga 2,2005,Role-Playing,Ghostlight,0.04,0.03,0,0.01,0.08
Zatch Bell! Mamodo Battles,2005,Fighting,Namco Bandai Games,0.04,0.03,0,0.01,0.08
Pimp My Ride: Street Racing,2009,Racing,Activision,0.04,0.03,0,0.01,0.08
J-League Winning Eleven 2009: Club Championship,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
Grand Prix Challenge,2002,Racing,Atari,0.04,0.03,0,0.01,0.08
State of Emergency 2,2006,Shooter,SouthPeak Games,0.04,0.03,0,0.01,0.08
Fatal Frame III: The Tormented,2005,Action,Take-Two Interactive,0.04,0.03,0,0.01,0.08
Seven Samurai 20XX,2004,Action,Sega,0.04,0.03,0,0.01,0.08
The King of Fighters 2006,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0,0.08
Nobunaga's Ambition: Rise to Power,2004,Strategy,Tecmo Koei,0,0,0.08,0,0.08
Jikkyou Powerful Major League 2009,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
The Legend of Alon D'ar,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.08
Space Channel 5 Special Edition,2003,Misc,Agetec,0.04,0.03,0,0.01,0.08
Samurai Western,2004,Action,505 Games,0.04,0.03,0,0.01,0.08
Gradius III and IV,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08
Pilot ni Narou! 2,2001,Simulation,Victor Interactive,0,0,0.08,0,0.08
Cabela's North American Adventures,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
Hidden Invasion,2001,Shooter,Swing! Entertainment,0.04,0.03,0,0.01,0.08
Bleach: Erabareshi Tamashii,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,2007,Action,Namco Bandai Games,0,0,0.08,0,0.08
Final Fantasy XI: Vana'diel Collection 2008,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08
Rapala Pro Bass Fishing 2010,2010,Sports,Activision,0.04,0.03,0,0.01,0.08
Sub Rebellion,2002,Simulation,Metro 3D,0.04,0.03,0,0.01,0.08
Ape Escape: Pumped & Primed,2004,Misc,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
Outlaw Tennis,2005,Sports,Global Star,0.04,0.03,0,0.01,0.08
Gadget Racers,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08
Endgame,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08
Dragon Shadow Spell,2007,Role-Playing,Flight-Plan,0,0,0.08,0,0.08
Guilty Gear XX Slash,2006,Fighting,Sammy Corporation,0,0,0.08,0,0.08
Urban Reign,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08
Super Robot Taisen Z Special Disc,2009,Misc,Namco Bandai Games,0,0,0.08,0,0.08
Stuart Little 3: Big Photo Adventure,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
"Ni Hao, Kai-lan: Super Game Day",2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08
Captain Tsubasa,2006,Sports,Namco Bandai Games,0,0,0.08,0,0.08
Stella Deus: The Gate of Eternity,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08
Tales of Fandom Vol.2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0,0.08
P.T.O. IV: Pacific Theater of Operations,2002,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.08
Kinnikuman Muscle Grand Prix Max 2: Tokumori,2008,Fighting,Namco Bandai Games,0,0,0.07,0,0.07
In The Groove,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07
Magic Pengel: The Quest for Color,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07
Futurama,2003,Platform,SCi,0.04,0.03,0,0.01,0.07
Sky Gunner,2001,Action,Sony Computer Entertainment,0.04,0.03,0,0.01,0.07
Godai: Elemental Force,2002,Action,3DO,0.04,0.03,0,0.01,0.07
Kessen III,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07
Aero Elite: Combat Academy,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07
Wrath Unleashed,2004,Strategy,LucasArts,0.04,0.03,0,0.01,0.07
Harukanaru Toki no Naka de 4,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07
Alvin and the Chipmunks,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07
Romance of the Three Kingdoms XI,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07
Goosebumps HorrorLand,2008,Adventure,Scholastic Inc.,0.04,0.03,0,0.01,0.07
Stacked with Daniel Negreanu,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
Serious Sam: Next Encounter,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07
Hannspree Ten Kate Honda: SBK Superbike World Championship,2007,Racing,Black Bean Games,0.03,0.03,0,0.01,0.07
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07
Jumper: Griffin's Story,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07
Galerians: Ash,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07
Haunting Ground,2005,Action,Capcom,0.03,0.03,0,0.01,0.07
Romance of the Three Kingdoms IX,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07
Silent Hill: Origins,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
ESPN National Hockey Night,2001,Sports,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
McFarlane's Evil Prophecy,N/A,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
GunParade Orchestra: Shiro no Shou,2006,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07
G-Saviour,2000,Action,Sunrise Interactive,0,0,0.07,0,0.07
Crimson Sea 2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07
Colosseum: Road to Freedom,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07
BeatMania,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
Sprint Cars: Road to Knoxville,2005,Racing,THQ,0.03,0.03,0,0.01,0.07
Shrek's Carnival Craze Party Games,2008,Misc,Activision,0.03,0.03,0,0.01,0.07
Silpheed: The Lost Planet,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,2007,Adventure,Alchemist,0,0,0.07,0,0.07
Robot Alchemic Drive,2002,Action,Enix Corporation,0.03,0.03,0,0.01,0.07
Fighter Maker 2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07
Lifeline,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0,0.01,0.07
Judie no Atelier: Guramnat no Renkinjutsushi,2002,Role-Playing,Gust,0,0,0.07,0,0.07
Firefighter F.D.18,2004,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07
Obscure,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07
Secret Service: Ultimate Sacrifice,2008,Action,Activision,0.03,0.03,0,0.01,0.07
Nichibeikan Pro Yakyuu: Final League,2002,Sports,SquareSoft,0,0,0.07,0,0.07
God Hand,2006,Action,Capcom,0,0,0.07,0,0.07
Fatal Fury: Battle Archives Volume 2,2007,Fighting,SNK Playmore,0.03,0.03,0,0.01,0.07
RedCard 20-03,2002,Sports,Midway Games,0.03,0.03,0,0.01,0.07
Future Tactics: The Uprising,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.01,0.07
The King of Fighters 02/03,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07
Lucian Bee's: Justice Yellow / Evil Violet,2010,Adventure,5pb,0,0,0.07,0,0.07
Armored Core: Nine Breaker,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07
Gambler Densetsu Tetsuya,2001,Adventure,Athena,0,0,0.07,0,0.07
Bleach: Hanatareshi Yabou,2006,Role-Playing,Sony Computer Entertainment,0,0,0.07,0,0.07
Yoake Yori Ruriiro na: Brighter than Dawning Blue,2006,Adventure,Aria,0,0,0.07,0,0.07
Fallout: Brotherhood of Steel,2004,Role-Playing,Avalon Interactive,0.03,0.03,0,0.01,0.07
Full Spectrum Warrior: Ten Hammers,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07
RPG Maker 3,2004,Role-Playing,Enterbrain,0.03,0.02,0,0.01,0.06
NanoBreaker,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06
XGRA: Extreme G Racing Association,2003,Racing,Acclaim Entertainment,0.03,0.02,0,0.01,0.06
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,2009,Misc,D3Publisher,0,0,0.06,0,0.06
Kiniro no Corda 2,2007,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
Gallop Racer 2004,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06
Sunrise Eiyuutan R,2000,Role-Playing,Sunrise Interactive,0,0,0.06,0,0.06
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
Seaman 2: Peking Genjin Ikusei Kit,2007,Simulation,Sega,0,0,0.06,0,0.06
Arc the Lad: End of Darkness,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
The King of Route 66,2003,Racing,Sega,0.03,0.02,0,0.01,0.06
Mystic Heroes,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
Code Geass: Hangyaku no Lelouch - Lost Colors,2008,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
Atelier Iris 2: The Azoth Of Destiny,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06
Mad Maestro!,2001,Misc,Eidos Interactive,0.03,0.02,0,0.01,0.06
Densha De Go! 3 Tsuukinhen,2001,Simulation,Taito,0,0,0.06,0,0.06
Biker Mice From Mars,2006,Racing,Game Factory,0.03,0.02,0,0.01,0.06
Giants: Citizen Kabuto,2001,Shooter,Interplay,0.03,0.02,0,0.01,0.06
Alone in the Dark,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06
Guilty Gear XX Accent Core Plus,2008,Fighting,PQube,0.03,0.02,0,0.01,0.06
Muppets Party Cruise,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06
Kikou Heidan J-Phoenix,2001,Action,Takara,0,0,0.06,0,0.06
Backyard NFL Football '10,2009,Sports,Atari,0.03,0.02,0,0.01,0.06
KimiKiss,2006,Adventure,Enterbrain,0,0,0.06,0,0.06
Mobile Suit Gundam 00: Gundam Meisters,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06
Metal Gear Solid: Social Ops,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0,0,0.06,0,0.06
Flipnic: Ultimate Pinball,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06
D.C. II P.S.: Da Capo II Plus Situation,2008,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06
Combat Elite: WWII Paratroopers,N/A,Shooter,Unknown,0.03,0.02,0,0.01,0.06
Commandos: Strike Force,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,2006,Misc,Irem Software Engineering,0,0,0.06,0,0.06
Winning Post 4 Maximum,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06
Pro Yakyuu Netsu Star 2007,2007,Sports,Namco Bandai Games,0,0,0.06,0,0.06
Melty Blood: Actress Again,2009,Fighting,Ecole,0,0,0.06,0,0.06
Trapt,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
Dragon Rage,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06
Raw Danger! (JP sales),2006,Action,505 Games,0,0,0.06,0,0.06
Archer Maclean Presents: Pool Paradise,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01,0.06
The Fast and the Furious,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06
Syphon Filter: Logan's Shadow,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008,Misc,Paon,0,0,0.06,0,0.06
CMT Presents: Karaoke Revolution Country,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
Tom Clancy's Ghost Recon: Advanced Warfighter,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06
Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
Mana Khemia: Alchemists of Al-Revis,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06
Eikan wa Kimini 2002: Koshien no Kodou,2002,Sports,DigiCube,0,0,0.06,0,0.06
G1 Jockey 2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06
Bleach: Blade Battlers 2nd,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06
Samurai Jack: The Shadow of Aku,2004,Action,Sega,0.03,0.02,0,0.01,0.06
Kamen Rider Kabuto,2006,Action,Namco Bandai Games,0,0,0.06,0,0.06
Tsugunai: Atonement,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06
Pump It Up: Exceed,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007,Misc,D3Publisher,0,0,0.06,0,0.06
TOCA Race Driver 2: Ultimate Racing Simulator,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06
The Lord of the Rings: Aragorn's Quest,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
Angelique Trois,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06
A-Train 6,2000,Strategy,Midas Interactive Entertainment,0,0,0.06,0,0.06
ESPN International Winter Sports 2002,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
KimiKiss (ebKore+),2008,Adventure,Enterbrain,0,0,0.06,0,0.06
Friends: The One with All the Trivia,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
Backyard NFL Football '08,2007,Sports,Atari,0.03,0.02,0,0.01,0.06
V-Rally 3,2002,Racing,Atari,0.03,0.02,0,0.01,0.06
Carmen Sandiego: The Secret of the Stolen Drums,2004,Action,BAM! Entertainment,0.03,0.02,0,0.01,0.06
MotoGP 4 - Official Game of MotoGP,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
Final Fight: Streetwise,2006,Action,Capcom,0.03,0.02,0,0.01,0.05
Bombastic,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05
Dual Hearts,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Marc Ecko's Getting Up: Contents Under Pressure,2006,Action,Atari,0.03,0.02,0,0.01,0.05
Hakuouki: Reimeiroku,2010,Adventure,Idea Factory,0,0,0.05,0,0.05
WTA Tour Tennis,2001,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.05
